sbin/ping/ping.c|BSD-3-Clause
sbin/ping/tests/in_cksum_test.c|BSD-2-Clause
sbin/ping/main.h|BSD-2-Clause
sbin/fsck/preen.c|BSD-3-Clause
sbin/fsck/fsck.c|BSD-3-Clause
sbin/fsck/fsutil.c|BSD-3-Clause
sbin/fsck/fsutil.h|BSD-2-Clause
sbin/mount_cd9660/mount_cd9660.c|BSD-3-Clause
sbin/ffsinfo/ffsinfo.c|BSD-4-Clause
bin/chflags/chflags.c|BSD-3-Clause
bin/cat/cat.c|BSD-3-Clause
bin/pwd/pwd.c|BSD-3-Clause
bin/dd/misc.c|BSD-3-Clause
bin/dd/extern.h|BSD-3-Clause
bin/dd/conv_tab.c|BSD-3-Clause
bin/dd/conv.c|BSD-3-Clause
bin/dd/dd.c|BSD-3-Clause
bin/dd/args.c|BSD-3-Clause
bin/dd/position.c|BSD-3-Clause
bin/dd/dd.h|BSD-3-Clause
bin/nproc/nproc.c|BSD-2-Clause
bin/sh/mksyntax.c|BSD-3-Clause
bin/sh/output.c|BSD-3-Clause
bin/sh/redir.c|BSD-3-Clause
bin/sh/main.c|BSD-3-Clause
bin/sh/trap.h|BSD-3-Clause
bin/sh/memalloc.h|BSD-3-Clause
bin/sh/mail.h|BSD-3-Clause
bin/sh/show.c|BSD-3-Clause
bin/sh/parser.c|BSD-3-Clause
bin/sh/mystring.h|BSD-3-Clause
bin/sh/options.h|BSD-3-Clause
bin/sh/myhistedit.h|BSD-3-Clause
bin/sh/mystring.c|BSD-3-Clause
bin/sh/show.h|BSD-3-Clause
bin/sh/mknodes.c|BSD-3-Clause
bin/sh/redir.h|BSD-3-Clause
bin/sh/bltin/echo.c|BSD-3-Clause
bin/sh/bltin/bltin.h|BSD-3-Clause
bin/sh/memalloc.c|BSD-3-Clause
bin/sh/miscbltin.c|BSD-3-Clause
bin/sh/shell.h|BSD-3-Clause
bin/sh/trap.c|BSD-3-Clause
bin/sh/var.h|BSD-3-Clause
bin/sh/output.h|BSD-3-Clause
bin/sh/var.c|BSD-3-Clause
bin/sh/parser.h|BSD-3-Clause
bin/sh/options.c|BSD-3-Clause
bin/sh/main.h|BSD-3-Clause
bin/date/date.c|BSD-3-Clause
bin/ln/ln.c|BSD-3-Clause
bin/mkdir/mkdir.c|BSD-3-Clause
bin/hostname/hostname.c|BSD-3-Clause
bin/df/df.c|BSD-3-Clause
bin/rmdir/rmdir.c|BSD-3-Clause
bin/pax/tty_subs.c|BSD-3-Clause
bin/pax/extern.h|BSD-3-Clause
bin/pax/pat_rep.c|BSD-3-Clause
bin/pax/cpio.c|BSD-3-Clause
bin/pax/tar.c|BSD-3-Clause
bin/pax/ar_io.c|BSD-3-Clause
bin/pax/options.h|BSD-3-Clause
bin/pax/ftree.c|BSD-3-Clause
bin/pax/sel_subs.c|BSD-3-Clause
bin/pax/pat_rep.h|BSD-3-Clause
bin/pax/cache.h|BSD-3-Clause
bin/pax/sel_subs.h|BSD-3-Clause
bin/pax/buf_subs.c|BSD-3-Clause
bin/pax/pax.h|BSD-3-Clause
bin/pax/ar_subs.c|BSD-3-Clause
bin/pax/tar.h|BSD-3-Clause
bin/pax/tables.c|BSD-3-Clause
bin/pax/cache.c|BSD-3-Clause
bin/pax/options.c|BSD-3-Clause
bin/pax/tables.h|BSD-3-Clause
bin/pax/pax.c|BSD-3-Clause
bin/pax/file_subs.c|BSD-3-Clause
bin/pax/gen_subs.c|BSD-3-Clause
bin/pax/cpio.h|BSD-3-Clause
bin/pax/ftree.h|BSD-3-Clause
bin/mv/mv.c|BSD-3-Clause
bin/cp/utils.c|BSD-3-Clause
bin/cp/extern.h|BSD-3-Clause
bin/cp/cp.c|BSD-3-Clause
bin/domainname/domainname.c|BSD-3-Clause
bin/realpath/realpath.c|BSD-3-Clause
bin/cpuset/cpuset.c|BSD-2-Clause
bin/chmod/chmod.c|BSD-3-Clause
bin/rm/rm.c|BSD-3-Clause
bin/ps/extern.h|BSD-3-Clause
bin/ps/ps.c|BSD-3-Clause
bin/ps/nlist.c|BSD-3-Clause
bin/ps/ps.h|BSD-3-Clause
bin/ps/fmt.c|BSD-3-Clause
bin/ps/print.c|BSD-3-Clause
bin/ps/keyword.c|BSD-3-Clause
bin/kill/kill.c|BSD-3-Clause
bin/echo/echo.c|BSD-3-Clause
bin/pkill/pkill.c|BSD-2-Clause
bin/pkill/tests/spin_helper.c|BSD-2-Clause
bin/ls/ls.h|BSD-3-Clause
bin/ls/extern.h|BSD-3-Clause
bin/ls/print.c|BSD-3-Clause
bin/ls/util.c|BSD-3-Clause
bin/ls/cmp.c|BSD-3-Clause
bin/ls/ls.c|BSD-3-Clause
usr.bin/id/id.c|BSD-3-Clause
usr.bin/ruptime/ruptime.c|BSD-3-Clause
usr.bin/mktemp/mktemp.c|BSD-2-Clause
usr.bin/backlight/backlight.c|BSD-2-Clause
usr.bin/nl/nl.c|BSD-2-Clause
usr.bin/fstat/main.c|BSD-2-Clause
usr.bin/fstat/functions.h|BSD-2-Clause
usr.bin/fstat/fuser.c|BSD-2-Clause
usr.bin/fstat/fstat.c|BSD-3-Clause
usr.bin/vmstat/vmstat.c|BSD-3-Clause
usr.bin/m4/pathnames.h|BSD-3-Clause
usr.bin/m4/misc.c|BSD-3-Clause
usr.bin/m4/main.c|BSD-3-Clause
usr.bin/m4/extern.h|BSD-3-Clause
usr.bin/m4/mdef.h|BSD-3-Clause
usr.bin/m4/look.c|BSD-3-Clause
usr.bin/m4/gnum4.c|BSD-2-Clause
usr.bin/m4/eval.c|BSD-3-Clause
usr.bin/m4/trace.c|BSD-2-Clause
usr.bin/m4/stdd.h|BSD-3-Clause
usr.bin/hexdump/hexsyntax.c|BSD-3-Clause
usr.bin/hexdump/hexdump.c|BSD-3-Clause
usr.bin/hexdump/conv.c|BSD-3-Clause
usr.bin/hexdump/hexdump.h|BSD-3-Clause
usr.bin/hexdump/display.c|BSD-3-Clause
usr.bin/hexdump/odsyntax.c|BSD-3-Clause
usr.bin/hexdump/parse.c|BSD-3-Clause
usr.bin/dtc/dtc.cc|BSD-2-Clause
usr.bin/dtc/dtb.cc|BSD-2-Clause
usr.bin/dtc/fdt.cc|BSD-2-Clause
usr.bin/dtc/string.cc|BSD-2-Clause
usr.bin/dtc/input_buffer.cc|BSD-2-Clause
usr.bin/dtc/input_buffer.hh|BSD-2-Clause
usr.bin/dtc/dtb.hh|BSD-2-Clause
usr.bin/dtc/checking.hh|BSD-2-Clause
usr.bin/dtc/fdt.hh|BSD-2-Clause
usr.bin/dtc/util.hh|BSD-2-Clause
usr.bin/dtc/checking.cc|BSD-2-Clause
usr.bin/xinstall/xinstall.c|BSD-3-Clause
usr.bin/write/write.c|BSD-3-Clause
usr.bin/locate/locate/pathnames.h|BSD-3-Clause
usr.bin/locate/locate/fastfind.c|BSD-3-Clause
usr.bin/locate/locate/locate.h|BSD-3-Clause
usr.bin/locate/locate/locate.c|BSD-3-Clause
usr.bin/locate/locate/util.c|BSD-3-Clause
usr.bin/locate/bigram/locate.bigram.c|BSD-3-Clause
usr.bin/locate/code/locate.code.c|BSD-3-Clause
usr.bin/revoke/revoke.c|BSD-2-Clause
usr.bin/logins/logins.c|BSD-3-Clause
usr.bin/compress/compress.c|BSD-3-Clause
usr.bin/compress/zopen.h|BSD-2-Clause
usr.bin/compress/zopen.c|BSD-3-Clause
usr.bin/rwho/rwho.c|BSD-3-Clause
usr.bin/netstat/sctp.c|BSD-3-Clause
usr.bin/netstat/netisr.c|BSD-2-Clause
usr.bin/netstat/route.c|BSD-3-Clause
usr.bin/netstat/nhgrp.c|BSD-2-Clause
usr.bin/netstat/main.c|BSD-3-Clause
usr.bin/netstat/common.h|BSD-3-Clause
usr.bin/netstat/mroute6.c|BSD-3-Clause
usr.bin/netstat/mroute6.c|BSD-4-Clause
usr.bin/netstat/inet6.c|BSD-3-Clause
usr.bin/netstat/pfkey.c|BSD-3-Clause
usr.bin/netstat/ipsec.c|BSD-3-Clause
usr.bin/netstat/bpf.c|BSD-2-Clause
usr.bin/netstat/if.c|BSD-3-Clause
usr.bin/netstat/mbuf.c|BSD-4-Clause
usr.bin/netstat/netstat.h|BSD-3-Clause
usr.bin/netstat/common.c|BSD-3-Clause
usr.bin/netstat/nhops.c|BSD-3-Clause
usr.bin/netstat/mroute.c|BSD-4-Clause
usr.bin/netstat/route_netlink.c|BSD-3-Clause
usr.bin/netstat/unix.c|BSD-3-Clause
usr.bin/true/true.c|BSD-3-Clause
usr.bin/find/find.h|BSD-3-Clause
usr.bin/find/misc.c|BSD-3-Clause
usr.bin/find/main.c|BSD-3-Clause
usr.bin/find/extern.h|BSD-3-Clause
usr.bin/find/printf.c|BSD-2-Clause
usr.bin/find/operator.c|BSD-3-Clause
usr.bin/find/option.c|BSD-3-Clause
usr.bin/find/find.c|BSD-3-Clause
usr.bin/find/function.c|BSD-3-Clause
usr.bin/find/ls.c|BSD-3-Clause
usr.bin/apply/apply.c|BSD-3-Clause
usr.bin/finger/pathnames.h|BSD-2-Clause
usr.bin/finger/extern.h|BSD-3-Clause
usr.bin/finger/finger.h|BSD-3-Clause
usr.bin/finger/net.c|BSD-3-Clause
usr.bin/finger/lprint.c|BSD-3-Clause
usr.bin/finger/sprint.c|BSD-3-Clause
usr.bin/finger/util.c|BSD-3-Clause
usr.bin/finger/finger.c|BSD-3-Clause
usr.bin/rup/rup.c|BSD-4-Clause
usr.bin/stat/stat.c|BSD-2-Clause
usr.bin/unexpand/unexpand.c|BSD-3-Clause
usr.bin/yes/yes.c|BSD-3-Clause
usr.bin/iconv/iconv.c|BSD-2-Clause
usr.bin/gcore/elfcore.c|BSD-2-Clause
usr.bin/gcore/extern.h|BSD-3-Clause
usr.bin/gcore/gcore.c|BSD-3-Clause
usr.bin/cut/cut.c|BSD-3-Clause
usr.bin/logger/logger.c|BSD-3-Clause
usr.bin/gencat/gencat.c|BSD-2-Clause
usr.bin/gencat/gencat.c|ISC
usr.bin/ipcs/ipcs.c|BSD-3-Clause
usr.bin/ipcs/ipc.h|BSD-3-Clause
usr.bin/ipcs/ipc.c|BSD-3-Clause
usr.bin/c89/c89.c|BSD-2-Clause
usr.bin/gprof/pathnames.h|BSD-3-Clause
usr.bin/gprof/hertz.c|BSD-3-Clause
usr.bin/gprof/lookup.c|BSD-3-Clause
usr.bin/gprof/printgprof.c|BSD-3-Clause
usr.bin/gprof/gprof.c|BSD-3-Clause
usr.bin/gprof/arcs.c|BSD-3-Clause
usr.bin/gprof/gprof.h|BSD-3-Clause
usr.bin/gprof/dfn.c|BSD-3-Clause
usr.bin/gprof/printlist.c|BSD-3-Clause
usr.bin/gprof/elf.c|BSD-3-Clause
usr.bin/ypwhich/ypwhich.c|BSD-2-Clause
usr.bin/dirname/dirname.c|BSD-3-Clause
usr.bin/ctags/C.c|BSD-3-Clause
usr.bin/ctags/ctags.c|BSD-3-Clause
usr.bin/ctags/print.c|BSD-3-Clause
usr.bin/ctags/tree.c|BSD-3-Clause
usr.bin/ctags/ctags.h|BSD-3-Clause
usr.bin/ctags/yacc.c|BSD-3-Clause
usr.bin/ctags/fortran.c|BSD-3-Clause
usr.bin/ctags/lisp.c|BSD-3-Clause
usr.bin/uniq/uniq.c|BSD-3-Clause
usr.bin/whereis/pathnames.h|BSD-2-Clause
usr.bin/whereis/whereis.c|BSD-2-Clause
usr.bin/protect/protect.c|BSD-2-Clause
usr.bin/rs/rs.cc|BSD-3-Clause
usr.bin/sort/sort.c|BSD-2-Clause
usr.bin/sort/radixsort.h|BSD-2-Clause
usr.bin/sort/sort.h|BSD-2-Clause
usr.bin/sort/bwstring.h|BSD-2-Clause
usr.bin/sort/coll.c|BSD-2-Clause
usr.bin/sort/mem.c|BSD-2-Clause
usr.bin/sort/mem.h|BSD-2-Clause
usr.bin/sort/radixsort.c|BSD-2-Clause
usr.bin/sort/coll.h|BSD-2-Clause
usr.bin/sort/bwstring.c|BSD-2-Clause
usr.bin/sort/file.h|BSD-2-Clause
usr.bin/sort/vsort.h|BSD-2-Clause
usr.bin/sort/vsort.c|BSD-2-Clause
usr.bin/sort/file.c|BSD-2-Clause
usr.bin/mkesdb/ldef.h|BSD-2-Clause
usr.bin/bluetooth/bthost/bthost.c|BSD-2-Clause
usr.bin/bluetooth/btsockstat/btsockstat.c|BSD-2-Clause
usr.bin/bluetooth/rfcomm_sppd/rfcomm_sdp.c|BSD-2-Clause
